Date,Open,High,Low,Close,Adj Close,Volume
2024-01-26,394.350006,396.790009,391.589996,394.140015,393.722260,13163700
2024-01-29,394.989990,402.929993,393.100006,401.019989,400.594940,18742400
2024-01-30,403.589996,406.359985,399.570007,400.059998,399.635986,18614700
2024-01-31,389.000000,398.000000,387.100006,390.140015,389.726501,20180800
2024-02-01,393.940002,400.500000,393.049988,394.779999,394.361572,29727100
2024-02-02,459.600006,485.959991,453.010010,474.989990,474.486542,84615500
2024-02-05,469.880005,471.899994,459.220001,459.410004,458.923065,40832400
2024-02-06,464.000000,467.119995,453.000000,454.720001,454.238037,21655200
2024-02-07,458.000000,471.519989,456.179993,469.589996,469.092285,23066000
2024-02-08,468.320007,470.589996,465.029999,470.000000,469.501862,18815100
2024-02-09,472.950012,473.589996,467.470001,468.109985,467.613831,18413100
2024-02-12,468.190002,479.149994,466.579987,468.899994,468.403015,19382000
2024-02-13,456.869995,467.890015,455.089996,460.119995,459.632324,20916600
2024-02-14,467.929993,474.109985,466.089996,473.279999,472.778381,16858400
2024-02-15,475.279999,488.619995,472.220001,484.029999,483.516968,24212300
2024-02-16,478.109985,478.959991,469.209991,473.320007,472.818329,23306500
2024-02-20,469.720001,476.179993,466.559998,471.750000,471.250000,18015500
2024-02-21,466.500000,469.000000,461.790009,468.029999,468.029999,12977100
2024-02-22,480.239990,489.989990,476.059998,486.130005,486.130005,21625800
2024-02-23,488.049988,494.359985,482.350006,484.029999,484.029999,18374300
2024-02-26,483.470001,486.140015,480.600006,481.739990,481.739990,12101400
2024-02-27,479.980011,487.269989,479.920013,487.049988,487.049988,10809600
2024-02-28,485.000000,491.049988,482.750000,484.019989,484.019989,12715500
2024-02-29,488.440002,491.700012,482.609985,490.130005,490.130005,17732000
2024-03-01,492.109985,504.250000,491.850006,502.299988,502.299988,16273600
2024-03-04,503.000000,504.420013,496.420013,498.190002,498.190002,12324100
2024-03-05,495.000000,495.579987,487.890015,490.220001,490.220001,15325300
2024-03-06,497.630005,502.970001,494.290009,496.089996,496.089996,11757900
2024-03-07,503.279999,519.849976,501.380005,512.190002,512.190002,18586400
2024-03-08,514.190002,523.570007,499.350006,505.950012,505.950012,18575200
2024-03-11,497.010010,497.320007,476.000000,483.589996,483.589996,20428300
2024-03-12,493.260010,502.309998,484.730011,499.750000,499.750000,15448200
2024-03-13,495.390015,500.980011,491.029999,495.570007,495.570007,12090700
2024-03-14,500.260010,501.350006,488.160004,491.829987,491.829987,12620000
2024-03-15,489.010010,491.829987,481.299988,484.100006,484.100006,29141700
2024-03-18,491.910004,497.420013,486.809998,496.980011,496.980011,11755300
2024-03-19,488.170013,496.630005,481.279999,496.239990,496.239990,10903100
2024-03-20,499.500000,508.200012,495.170013,505.519989,505.519989,11711100
2024-03-21,514.710022,515.039978,506.010010,507.760010,507.760010,9712500
2024-03-22,507.000000,509.970001,504.339996,509.579987,509.579987,8117000
2024-03-25,505.790009,507.220001,500.239990,503.019989,503.019989,8380600
2024-03-26,505.130005,510.000000,495.209991,495.890015,495.890015,11205400
2024-03-27,499.299988,499.890015,488.070007,493.859985,493.859985,9989700
2024-03-28,492.839996,492.890015,485.149994,485.579987,485.579987,15212800
2024-04-01,487.200012,497.429993,481.779999,491.350006,491.350006,9247000
2024-04-02,485.100006,497.529999,484.649994,497.369995,497.369995,11081000
2024-04-03,498.929993,507.239990,498.750000,506.739990,506.739990,12099200
2024-04-04,516.419983,530.000000,510.579987,510.920013,510.920013,26476300
2024-04-05,516.859985,530.700012,514.409973,527.340027,527.340027,19242000
2024-04-08,529.280029,531.489990,518.890015,519.250000,519.250000,13260600
2024-04-09,522.229980,525.869995,506.739990,516.900024,516.900024,10881400
2024-04-10,509.290009,522.559998,505.799988,519.830017,519.830017,11418500
2024-04-11,521.109985,523.859985,517.289978,523.159973,523.159973,10369500
2024-04-12,517.750000,520.190002,509.329987,511.899994,511.899994,11944900
2024-04-15,516.719971,518.530029,497.279999,500.230011,500.230011,13512900
2024-04-16,498.109985,504.769989,497.109985,499.760010,499.760010,9847900
2024-04-17,503.100006,503.160004,487.140015,494.170013,494.170013,12193700
2024-04-18,499.820007,512.210022,499.040009,501.799988,501.799988,14808700
2024-04-19,502.799988,502.799988,475.730011,481.070007,481.070007,25111000
2024-04-22,489.720001,492.010010,473.399994,481.730011,481.730011,17271100
2024-04-23,491.250000,498.760010,488.970001,496.100006,496.100006,15079200
2024-04-24,508.059998,510.000000,484.579987,493.500000,493.500000,37772700
2024-04-25,421.399994,445.769989,414.500000,441.380005,441.380005,82890700
2024-04-26,441.350006,446.440002,431.970001,443.290009,443.290009,31959129
